name,album,release_date,track_number,id,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms
Last Kiss,Speak Now (Deluxe Edition),10/25/2010,13.0,1D27z8xNzjW0Mwwt1NCWhJ,spotify:track:1D27z8xNzjW0Mwwt1NCWhJ,0.57,0.371,0.341,3.09e-05,0.101,-9.475,0.0319,89.038,0.196,60.0,367133.0
Long Live,Speak Now (Deluxe Edition),10/25/2010,14.0,7DjCRhhFo9PPzca1BjMLcf,spotify:track:7DjCRhhFo9PPzca1BjMLcf,0.036,0.418,0.68,7.59e-05,0.114,-4.3,,204.12,0.142,58.0,317453.0
Ours,Speak Now (Deluxe Edition),10/25/2010,15.0,1EQn3Uc5AyUXoiPLeyCrrg,spotify:track:1EQn3Uc5AyUXoiPLeyCrrg,0.537,0.608,0.569,0.0,0.097,-7.227,0.0284,,0.238,59.0,237920.0
If This Was A Movie,Speak Now (Deluxe Edition),10/25/2010,16.0,0vvt4IZOMkRug195S4MUq0,spotify:track:0vvt4IZOMkRug195S4MUq0,0.166,,0.719,4.54e-06,0.34,-3.457,0.0265,147.852,0.289,57.0,234546.0
Superman,Speak Now (Deluxe Edition),10/25/2010,17.0,2R7C9dDqv1UPycvepBFziA,spotify:track:2R7C9dDqv1UPycvepBFziA,0.0268,0.582,0.765,1.95e-06,0.103,-3.648,0.0324,131.982,0.559,53.0,275960.0
Back To December - Acoustic,Speak Now (Deluxe Edition),10/25/2010,18.0,6IH2Z54gYPLqgJtxZjX80i,spotify:track:6IH2Z54gYPLqgJtxZjX80i,0.748,0.541,0.453,0.0,,-6.459,0.0266,141.757,0.377,,292560.0
Haunted - Acoustic Version,Speak Now (Deluxe Edition),,19.0,62rlxI6g2PNaWsHoiRryto,spotify:track:62rlxI6g2PNaWsHoiRryto,0.842,,0.443,0.0,0.293,-5.078,0.0247,80.962,0.313,53.0,217613.0
Mine - POP Mix,Speak Now (Deluxe Edition),10/25/2010,20.0,0fAbfDiuQiUwV7FUcFfRGY,spotify:track:0fAbfDiuQiUwV7FUcFfRGY,0.00727,,0.723,1.2e-06,0.1,-3.806,0.0285,121.011,0.679,50.0,230333.0
Mine,Speak Now (US Version),,,1wVpMbItVdkJ0pmahPoPA2,spotify:track:1wVpMbItVdkJ0pmahPoPA2,0.00327,0.621,0.78,,0.184,-2.934,0.0297,121.038,0.672,37.0,230773.0
,Speak Now (US Version),1/1/2010,2.0,6SbEq05LV69X1j95gzOU2u,spotify:track:6SbEq05LV69X1j95gzOU2u,0.0387,0.608,0.785,0.0,0.158,-2.976,,114.985,,33.0,260946.0
Back To December,,1/1/2010,3.0,1vyeewCrrhnhMM5vh40V35,,,,0.676,0.0,0.294,-4.684,0.0294,141.95,0.281,35.0,293040.0
Speak Now,Speak Now (US Version),1/1/2010,4.0,4rxHNDi1Rt8V4SOm8P5MeC,spotify:track:4rxHNDi1Rt8V4SOm8P5MeC,0.101,0.708,0.601,0.0,0.0979,-3.75,0.0306,118.962,0.742,32.0,240773.0
Dear John,Speak Now (US Version),1/1/2010,5.0,6JUSEi75W7hh1etIGCC12o,spotify:track:6JUSEi75W7hh1etIGCC12o,,0.583,0.468,1.65e-06,0.111,-5.378,0.0278,119.375,0.126,32.0,403933.0
Mean,Speak Now (US Version),1/1/2010,6.0,5IfvAo8ycf9mLwWr1ZhJj0,spotify:track:5IfvAo8ycf9mLwWr1ZhJj0,0.445,0.57,0.747,,0.219,-3.978,0.0426,164.004,,32.0,237746.0
The Story Of Us,Speak Now (US Version),1/1/2010,7.0,6RMXFAqTwdLxOqcr7oRBJM,,0.00487,0.546,0.809,0.000372,0.0437,-3.621,0.041,139.91,0.649,33.0,266480.0
Never Grow Up,Speak Now (US Version),1/1/2010,8.0,5M2IPUPTwRJeZk4a78VhRr,spotify:track:5M2IPUPTwRJeZk4a78VhRr,0.829,0.715,0.308,0.0,0.16,-8.829,0.0305,124.899,,27.0,290480.0
Enchanted,Speak Now (US Version),1/1/2010,9.0,2gtXTwsH6QuJufwOQbsu5c,spotify:track:2gtXTwsH6QuJufwOQbsu5c,0.0716,0.535,0.618,0.000388,,-3.913,0.0273,81.975,0.228,35.0,352200.0
Better Than Revenge,Speak Now (US Version),1/1/2010,10.0,3vfgbPKkAwq0HfcyO4Qoyw,spotify:track:3vfgbPKkAwq0HfcyO4Qoyw,0.0167,0.519,0.917,2.06e-05,0.359,-3.185,0.0887,145.882,,33.0,
Innocent,Speak Now (US Version),1/1/2010,11.0,6EaKGF9TfyGvKOvIX619GA,spotify:track:6EaKGF9TfyGvKOvIX619GA,0.202,0.553,0.604,0.0,0.125,-5.295,0.0258,133.989,0.186,27.0,302266.0
Haunted,Speak Now (US Version),1/1/2010,12.0,11STIsQRiULm5dbZUhs35o,spotify:track:11STIsQRiULm5dbZUhs35o,0.0769,0.434,0.944,0.0,0.151,-2.641,0.0581,162.02,0.361,31.0,
Last Kiss,Speak Now (US Version),1/1/2010,,7cCkYOp3uQOlF2LIM5hr64,spotify:track:7cCkYOp3uQOlF2LIM5hr64,0.581,0.359,,3.75e-05,0.0979,,0.0293,84.358,0.208,29.0,367146.0
,Speak Now (US Version),1/1/2010,14.0,5j53aGde54b1l9Anlo7qdw,,0.0426,0.412,0.682,7.47e-05,0.106,-4.319,0.0339,203.959,0.146,30.0,
Mine - POP Mix,Speak Now (Deluxe Package),1/1/2010,1.0,0OAHsZ8vrS2NKom3cvfJQD,spotify:track:0OAHsZ8vrS2NKom3cvfJQD,0.00461,0.696,0.768,1.21e-06,0.101,-3.863,0.0308,121.05,0.692,51.0,
Sparks Fly,Speak Now (Deluxe Package),1/1/2010,2.0,09cM9BjyNFizKUOXh6j9rT,spotify:track:09cM9BjyNFizKUOXh6j9rT,0.0387,0.608,0.785,,0.158,-2.976,0.0311,114.985,0.376,,260946.0
Back To December,Speak Now (Deluxe Package),1/1/2010,,,spotify:track:0tr6XR58KBdDYd8qvHVTs8,0.0202,0.517,0.606,0.0,0.324,-5.797,0.0289,141.929,0.296,,293040.0
Speak Now,Speak Now (Deluxe Package),1/1/2010,4.0,2PBghI9zJkQEWBzMSMo2Ki,spotify:track:2PBghI9zJkQEWBzMSMo2Ki,0.101,0.708,,0.0,0.0979,-3.75,0.0306,118.962,0.742,,240773.0
Dear John,Speak Now (Deluxe Package),1/1/2010,5.0,1GeLxMgpeCnMJntwyW6rLw,spotify:track:1GeLxMgpeCnMJntwyW6rLw,0.183,0.583,0.468,1.65e-06,0.111,-5.378,,119.375,0.126,59.0,403887.0
Mean,Speak Now (Deluxe Package),1/1/2010,6.0,6yM6QsnTCTVOkKEvg3hGlo,spotify:track:6yM6QsnTCTVOkKEvg3hGlo,0.445,0.57,0.747,0.0,0.219,-3.978,0.0426,164.004,0.808,60.0,237746.0
The Story Of Us,Speak Now (Deluxe Package),1/1/2010,7.0,7vBlnGdfOLzVEqiOQQxeU8,spotify:track:7vBlnGdfOLzVEqiOQQxeU8,0.000315,0.575,0.855,0.00161,0.0419,-4.827,0.0467,139.92,0.84,54.0,265636.0
Never Grow Up,Speak Now (Deluxe Package),1/1/2010,8.0,57w0Uyk2jJAkO2hMJ36xJZ,spotify:track:57w0Uyk2jJAkO2hMJ36xJZ,0.829,0.715,0.308,0.0,0.16,-8.829,0.0305,,,52.0,
Enchanted,Speak Now (Deluxe Package),1/1/2010,9.0,3sqrvkNC6IPTIXvvbx9Arw,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,0.0716,0.535,0.618,,0.169,-3.913,0.0273,81.975,,76.0,352200.0
Better Than Revenge,Speak Now (Deluxe Package),1/1/2010,10.0,55mh9j2aB7xZ1Oh463gK8k,,0.0167,0.519,0.917,2.06e-05,0.359,-3.185,0.0887,145.882,,61.0,217173.0
Innocent,Speak Now (Deluxe Package),1/1/2010,,,spotify:track:4LraIz87diVQdDK0rhi0S4,,0.553,0.604,,0.125,,0.0258,,,52.0,302266.0
Haunted,Speak Now (Deluxe Package),1/1/2010,,72idZxdEHLbi2YI486c3sE,spotify:track:72idZxdEHLbi2YI486c3sE,0.0769,0.434,0.944,0.0,0.151,-2.641,0.0581,162.02,0.361,56.0,242093.0
,Speak Now (Deluxe Package),1/1/2010,13.0,1VCJ7vk3Y2DoJIAEOXe3V8,spotify:track:1VCJ7vk3Y2DoJIAEOXe3V8,0.581,0.359,0.329,3.75e-05,0.0979,-9.531,0.0293,84.358,0.208,61.0,367146.0
Long Live,Speak Now (Deluxe Package),1/1/2010,14.0,7BFc7ffruhZ4Hecnqf5xju,spotify:track:7BFc7ffruhZ4Hecnqf5xju,0.0426,,,7.47e-05,0.106,-4.319,0.0339,203.959,0.146,,
Ours,Speak Now (Deluxe Package),1/1/2010,15.0,0hK93KD6Y0j9giUGh4Valj,,0.505,0.61,0.556,0.0,0.0851,-7.369,0.0285,159.838,0.192,57.0,238173.0
If This Was A Movie,Speak Now (Deluxe Package),1/1/2010,,5tSmAABuoOfR59lrtXdDqm,spotify:track:5tSmAABuoOfR59lrtXdDqm,0.154,0.515,0.724,4.05e-06,0.269,,0.0267,147.788,0.257,58.0,234546.0
Superman,Speak Now (Deluxe Package),1/1/2010,17.0,6aJ0ipi4EPmu1aTbFeXZnw,spotify:track:6aJ0ipi4EPmu1aTbFeXZnw,0.0187,0.582,0.817,1.94e-06,0.101,,0.0337,131.983,0.547,,276266.0
Back To December - Acoustic,Speak Now (Deluxe Package),,18.0,7k7BOXE4u6luKTwcLEAyrd,spotify:track:7k7BOXE4u6luKTwcLEAyrd,0.731,0.541,0.451,0.0,0.197,-6.522,0.027,141.713,0.333,,292533.0
Haunted - Acoustic Version,Speak Now (Deluxe Package),1/1/2010,19.0,6SdBf0ZsJZoKaH5zcDaz9X,spotify:track:6SdBf0ZsJZoKaH5zcDaz9X,0.841,0.574,0.462,0.0,0.28,-5.124,0.0252,80.858,0.314,51.0,217626.0
Mine,,1/1/2010,20.0,67Io3gxHwfbUreBf114c0u,spotify:track:67Io3gxHwfbUreBf114c0u,,0.621,,4.55e-06,0.184,-2.934,0.0297,121.038,0.672,65.0,230773.0
Back To December,Speak Now (Deluxe Package),1/1/2010,21.0,5aNkiOMxQXkpoEY5bTYoCh,spotify:track:5aNkiOMxQXkpoEY5bTYoCh,0.113,0.525,0.676,0.0,0.294,-4.684,0.0294,141.95,0.281,47.0,
The Story Of Us,Speak Now (Deluxe Package),1/1/2010,22.0,,spotify:track:2jt90bYlYDg1lXYWES34LJ,0.00487,0.546,,0.000372,0.0437,,0.041,139.91,0.649,63.0,266480.0
Fearless,Fearless,11/11/2008,,2gtEqWfjIa9j4qfsHcDVl5,spotify:track:2gtEqWfjIa9j4qfsHcDVl5,0.037,0.598,0.705,0.0,0.304,-4.394,0.0275,100.019,0.433,18.0,242826.0
Fifteen,,,2.0,6ZeKYXZ6esPjpuHwCtUiZh,,0.0602,0.56,0.636,0.0,0.148,,0.0262,95.431,0.209,15.0,294880.0
Love Story,Fearless,11/11/2008,3.0,6SgBWLgjMQdoVQytBgATGx,spotify:track:6SgBWLgjMQdoVQytBgATGx,,,0.637,0.000144,0.189,-5.401,0.0289,119.054,,30.0,234213.0
Hey Stephen,Fearless,11/11/2008,4.0,18kSJU5j2OsV8ZX0zmpsXg,spotify:track:18kSJU5j2OsV8ZX0zmpsXg,0.177,0.843,0.555,1.34e-06,0.0977,-7.359,0.0316,116.001,0.815,15.0,
White Horse,Fearless,11/11/2008,5.0,0gN8ygx9vjsfdnc3VyNtZf,spotify:track:0gN8ygx9vjsfdnc3VyNtZf,0.318,,0.349,,,-8.025,0.0257,92.354,0.247,,234906.0
You Belong With Me,Fearless,11/11/2008,6.0,7wbATZinTGleK7zhZJs4Yq,,0.16,0.688,0.765,1.78e-05,0.103,,0.0387,129.967,0.431,30.0,
,Fearless,11/11/2008,,2dlXHfyg1rKCtDYavtuRZT,spotify:track:2dlXHfyg1rKCtDYavtuRZT,0.395,0.491,0.479,0.0,0.122,-7.396,0.0269,148.305,0.16,20.0,264373.0
Tell Me Why,Fearless,11/11/2008,8.0,0w09meSaEdiMqYqb5y6w62,spotify:track:0w09meSaEdiMqYqb5y6w62,0.0689,0.606,0.85,2.96e-06,0.363,-3.057,0.038,99.978,0.512,13.0,200906.0
,Fearless,11/11/2008,,0VcFAmEODhbIL9Sx2zufia,spotify:track:0VcFAmEODhbIL9Sx2zufia,0.158,0.467,0.456,0.0,0.111,-4.155,0.0271,134.059,0.252,12.0,262173.0
The Way I Loved You,Fearless,11/11/2008,10.0,31ST0tkNT35SKBxuZzslIn,spotify:track:31ST0tkNT35SKBxuZzslIn,0.0345,0.433,,0.0,0.125,,0.0352,160.92,0.406,,244573.0
Forever & Always,Fearless,,11.0,,spotify:track:1sJUslPI3S0J6Nt9SimOam,0.0767,0.607,0.826,0.0,0.104,-4.989,,128.048,0.501,,225786.0
The Best Day,Fearless,11/11/2008,12.0,,spotify:track:15STJF07U03vBZsQeSKEuZ,0.637,0.667,0.447,4.65e-06,0.138,,0.0285,126.189,0.36,29.0,245666.0
Change,Fearless,11/11/2008,,,spotify:track:2NwFRzJy5jbOAqXi7oWvdO,0.00454,0.536,0.768,0.0,,-4.157,0.0361,95.996,0.237,12.0,280333.0
Our Song,Fearless,11/11/2008,14.0,11ajndHCF1bP989GgGIZUD,spotify:track:11ajndHCF1bP989GgGIZUD,0.00623,0.504,0.7,1.24e-06,0.342,-4.826,0.0326,,0.63,14.0,200200.0
Teardrops On My Guitar,Fearless,11/11/2008,15.0,60oZARTE1kCh5ntBfeO1XB,spotify:track:60oZARTE1kCh5ntBfeO1XB,0.017,0.513,,0.00637,0.117,-6.289,0.0257,99.942,0.154,14.0,194720.0
Should've Said No,Fearless,11/11/2008,16.0,,spotify:track:2zY1HG9UDD2dKiS3IgUyeO,0.00588,0.4,0.762,9.59e-05,0.277,-4.411,,,0.437,,244333.0
Beautiful Eyes,Fearless,11/11/2008,17.0,1a5kAD0K7zijLlZokbRDe2,spotify:track:1a5kAD0K7zijLlZokbRDe2,0.383,0.529,0.7,0.0,0.0967,-3.303,0.026,,,11.0,179240.0
Picture To Burn - Radio Edit,Fearless,11/11/2008,18.0,3eappfX5EGKcctHz904vNj,,0.0803,0.661,0.859,0.0,0.0926,-2.445,0.0315,105.583,0.802,10.0,173333.0
I'm Only Me When I'm With You,,,19.0,0r5YYiLOct5O2NOKZ5ovaP,spotify:track:0r5YYiLOct5O2NOKZ5ovaP,0.00498,,,0.000611,0.101,-3.694,0.0675,143.997,0.543,21.0,214320.0
,Fearless,11/11/2008,20.0,2HxTSD72RBQR31HtyX72sf,spotify:track:2HxTSD72RBQR31HtyX72sf,,0.706,0.818,,0.327,-3.335,,105.995,0.64,17.0,
Fearless,Fearless,11/11/2008,1.0,4lIbdZwGa2hgkxigHJumaV,,0.0393,0.403,0.699,0.0,,-4.412,0.0352,200.056,0.448,26.0,243400.0
Fifteen,Fearless,11/11/2008,2.0,2l9Pipz6AiVOabtKJVl3O9,spotify:track:2l9Pipz6AiVOabtKJVl3O9,0.0665,0.558,0.634,0.0,0.145,-4.437,0.0267,95.349,0.208,25.0,295213.0
Love Story,Fearless,,3.0,,spotify:track:0wi9VaczZO8tbBwltGiwO5,0.0198,,0.637,7.99e-05,0.169,-5.412,0.0289,119.056,0.269,35.0,234706.0
Hey Stephen,,,4.0,4vwfVWo6hSf0vJuBpNwMWJ,spotify:track:4vwfVWo6hSf0vJuBpNwMWJ,0.181,0.841,0.543,2.24e-06,0.0903,-7.338,0.0315,115.994,0.827,,256053.0
,Fearless,11/11/2008,5.0,04g3rUk3RzqaXi02FJT2Zl,spotify:track:04g3rUk3RzqaXi02FJT2Zl,0.272,0.582,0.334,0.0,0.102,-8.035,0.026,92.71,0.231,25.0,235426.0
You Belong With Me,Fearless,11/11/2008,6.0,3hD7Dd9WVVkT6HAtil3R2D,spotify:track:3hD7Dd9WVVkT6HAtil3R2D,0.17,0.69,0.774,,0.102,-4.467,0.039,129.98,,35.0,232120.0
Breathe,Fearless,,7.0,5XQJNlITnzHbLqpX60gUrj,spotify:track:5XQJNlITnzHbLqpX60gUrj,0.388,0.487,0.476,0.0,0.135,-7.385,,147.913,0.156,23.0,264973.0
Tell Me Why,Fearless,11/11/2008,8.0,3ZeJG2dbry1YgRbGn5IukZ,spotify:track:3ZeJG2dbry1YgRbGn5IukZ,0.0667,0.607,0.854,2.75e-06,0.356,-3.079,0.0386,99.989,0.492,21.0,201506.0
You're Not Sorry,Fearless,11/11/2008,9.0,5WbxKDVDEHtDWL9Mr6ZLoc,spotify:track:5WbxKDVDEHtDWL9Mr6ZLoc,0.141,,,,0.113,-4.098,0.0273,,0.302,22.0,263240.0
The Way I Loved You,Fearless,11/11/2008,,177nprYS2qLchToEJVzTec,spotify:track:177nprYS2qLchToEJVzTec,0.0393,0.434,0.719,0.0,0.113,-3.715,0.0331,160.92,0.419,24.0,245400.0
Forever & Always,Fearless,11/11/2008,11.0,0AXwcrtfYGYgQgmzyk8PA1,spotify:track:0AXwcrtfYGYgQgmzyk8PA1,0.0883,0.603,0.811,0.0,0.101,,0.0532,128.007,0.529,22.0,226333.0
The Best Day,Fearless,11/11/2008,12.0,361O1jOM9zsU5Wmo3hhsfH,spotify:track:361O1jOM9zsU5Wmo3hhsfH,0.639,0.668,0.448,,0.14,-8.566,,126.074,0.383,20.0,246320.0
Change,Fearless,11/11/2008,13.0,5nUPw1RvAkqDIdebpDy3JI,spotify:track:5nUPw1RvAkqDIdebpDy3JI,0.00418,0.547,0.763,0.0,0.107,-4.206,0.0375,,0.231,19.0,280293.0
Our Song,Fearless,11/11/2008,14.0,3iaYan8tKzKGP0MNWbSgxM,spotify:track:3iaYan8tKzKGP0MNWbSgxM,0.00609,,0.691,0.0,0.249,-4.825,0.0307,177.865,,24.0,201106.0
Teardrops On My Guitar,Fearless,11/11/2008,15.0,7gfzBsM4xaMb8c2WdpzEat,spotify:track:7gfzBsM4xaMb8c2WdpzEat,0.0174,0.514,0.554,0.00572,0.118,-6.338,0.0258,99.947,0.171,25.0,
,Fearless,11/11/2008,16.0,5p0RhYSSIU86G63ugc7nAA,spotify:track:5p0RhYSSIU86G63ugc7nAA,0.00585,,0.758,0.00029,0.246,-4.385,0.0376,168.077,0.444,25.0,245826.0
Love Story - J Stax Radio Mix,Fearless,11/11/2008,,4i0M7glXqIIRKPwbLtpExi,,0.00664,0.696,0.827,0.0031,0.297,-6.464,0.0313,127.997,0.324,23.0,221800.0
Fearless,Fearless (International Version),11/11/2008,1.0,6zV8AVM9eVfdG7Qahwd64R,spotify:track:6zV8AVM9eVfdG7Qahwd64R,0.0449,,,0.0,0.309,-4.43,0.0269,100.11,0.472,37.0,
Fifteen,Fearless (International Version),11/11/2008,2.0,4yf9OivCH2lmQWN8mzpCC6,spotify:track:4yf9OivCH2lmQWN8mzpCC6,0.072,0.555,0.648,,0.143,-4.419,0.027,95.431,0.207,36.0,294306.0
Love Story,Fearless (International Version),11/11/2008,3.0,5xPsybHWRHbTYO44xnREY5,spotify:track:5xPsybHWRHbTYO44xnREY5,0.0186,0.62,0.639,0.00011,0.206,-5.398,0.0285,119.055,0.34,,233933.0
Hey Stephen,Fearless (International Version),,4.0,4fWDgRZa0GKE5KZNhE9MQa,spotify:track:4fWDgRZa0GKE5KZNhE9MQa,0.174,0.843,0.543,3.87e-06,,-7.364,0.0317,116.0,0.826,35.0,254680.0
White Horse,Fearless (International Version),11/11/2008,5.0,1yFjBRQVhRdcdnrTE5LuyD,,0.298,0.587,,0.0,0.106,,0.0257,92.71,0.212,36.0,233560.0
You Belong With Me,Fearless (International Version),11/11/2008,6.0,,,0.151,0.688,0.775,1.98e-05,0.104,,0.0381,,0.469,48.0,230506.0
Breathe,Fearless (International Version),11/11/2008,7.0,0qsSmObOgBZfuMIwfAQDBP,spotify:track:0qsSmObOgBZfuMIwfAQDBP,,0.488,0.472,0.0,0.125,-7.39,0.0275,147.926,0.163,35.0,263720.0
Tell Me Why,Fearless (International Version),11/11/2008,8.0,6vLpy7UPYuOa75Bkqocrcw,spotify:track:6vLpy7UPYuOa75Bkqocrcw,0.0611,0.606,0.848,1.99e-06,0.374,-3.058,0.0374,99.999,0.476,32.0,200213.0
You're Not Sorry,Fearless (International Version),11/11/2008,9.0,4N419mmxYybTfAECy5j4dw,spotify:track:4N419mmxYybTfAECy5j4dw,0.145,0.471,0.458,2.39e-06,0.108,-4.137,0.027,133.96,0.309,32.0,261800.0
The Way I Loved You,,11/11/2008,10.0,04LDcz3RX1P5sIlzQGqgUN,spotify:track:04LDcz3RX1P5sIlzQGqgUN,0.0315,0.434,0.723,0.0,0.125,-3.748,0.0335,160.872,,35.0,244626.0
,,11/11/2008,11.0,,spotify:track:3yuOL0jFnVR8tizZzNNo0F,0.0788,0.604,0.816,0.0,0.164,-5.002,0.0537,128.0,0.55,34.0,225000.0
The Best Day,Fearless (International Version),11/11/2008,12.0,7G9D32Kx7hdQ9Uga1V4VXm,spotify:track:7G9D32Kx7hdQ9Uga1V4VXm,0.648,0.671,0.44,3.04e-06,0.141,-8.561,0.0287,126.059,0.368,30.0,245266.0
Change,Fearless (International Version),11/11/2008,,493jXNrYmXPCMbSJvVRYLk,spotify:track:493jXNrYmXPCMbSJvVRYLk,0.00465,0.545,,0.0,0.115,-4.231,0.037,96.017,0.214,,278546.0
Our Song - International Mix,Fearless (International Version),11/11/2008,14.0,,spotify:track:5Ct2PYPUSogyWvbV40k9Bf,,0.516,0.696,1.11e-06,,-4.833,0.0301,,0.664,,199933.0
Teardrops On My Guitar - International Mix,Fearless (International Version),11/11/2008,,,spotify:track:2RM02ladxD5mgdrlAwh3h9,0.0178,0.514,,0.00755,0.114,-6.307,0.0264,,0.152,43.0,193640.0
Should've Said No - International Mix,Fearless (International Version),,16.0,2gwvtlwlKhvkfjz7Fcb6Yk,spotify:track:2gwvtlwlKhvkfjz7Fcb6Yk,0.00505,0.398,0.761,0.000437,0.234,-4.382,0.0377,,0.454,35.0,
Fearless,Fearless,11/11/2008,,6Eu31gddWw0gOGO506pJYA,spotify:track:6Eu31gddWw0gOGO506pJYA,0.04,0.594,0.712,0.0,0.309,-4.418,0.0273,,0.476,56.0,241986.0
,Fearless,11/11/2008,2.0,4t0OI7XrODjSkAu3bTPmWj,spotify:track:4t0OI7XrODjSkAu3bTPmWj,0.067,0.556,0.651,0.0,0.145,-4.396,0.0266,95.485,,58.0,294333.0
,Fearless,11/11/2008,3.0,1vrd6UOGamcKNGnSHJQlSt,spotify:track:1vrd6UOGamcKNGnSHJQlSt,0.17,0.618,0.741,,0.0822,-3.95,0.031,118.984,0.296,69.0,235266.0
Hey Stephen,Fearless,11/11/2008,,4WXzzCof26KJLTK5kK53dS,spotify:track:4WXzzCof26KJLTK5kK53dS,,0.841,0.544,,0.108,,0.0309,115.994,0.831,,254306.0
White Horse,Fearless,11/11/2008,5.0,6wn61Fzx9XMxQmieLpoIhW,spotify:track:6wn61Fzx9XMxQmieLpoIhW,0.305,0.578,0.34,0.0,0.104,-8.027,0.0264,92.702,0.223,57.0,234426.0
You Belong With Me,Fearless,11/11/2008,,3GCL1PydwsLodcpv0Ll1ch,spotify:track:3GCL1PydwsLodcpv0Ll1ch,,0.687,0.783,1.35e-05,,,0.0386,,0.443,70.0,
Breathe,Fearless,11/11/2008,7.0,49mWEy5MgtNujgT7xU3emT,spotify:track:49mWEy5MgtNujgT7xU3emT,0.379,0.505,0.482,0.0,,-7.372,0.0276,73.975,,47.0,263973.0
Tell Me Why,Fearless,11/11/2008,8.0,3rnI1UCyGJvUTVvT97VQr5,spotify:track:3rnI1UCyGJvUTVvT97VQr5,0.0571,0.604,0.855,3.65e-06,0.343,,0.038,99.96,0.51,46.0,200546.0
You're Not Sorry,Fearless,,,0HmCuN0Z3OX1Qrz43FLOPL,,0.146,0.475,0.452,1.36e-06,0.108,-4.134,0.027,,0.276,48.0,261786.0
The Way I Loved You,Fearless,11/11/2008,10.0,5P4wWhUYWM0IaVYLuZxdar,spotify:track:5P4wWhUYWM0IaVYLuZxdar,0.0408,0.433,0.7,0.0,0.115,-3.709,0.0336,160.927,0.398,57.0,244226.0
Forever & Always,Fearless,11/11/2008,11.0,47HtKpfzpAt8rQjjXWotFj,spotify:track:47HtKpfzpAt8rQjjXWotFj,0.0752,0.608,0.821,0.0,0.11,,0.0576,128.042,0.544,51.0,225320.0
The Best Day,,11/11/2008,12.0,3esA216TyLHEkNiBCeCmcg,spotify:track:3esA216TyLHEkNiBCeCmcg,0.647,0.666,0.434,1.95e-06,,-8.543,0.0289,126.084,0.396,,245333.0
Change,Fearless,11/11/2008,13.0,1yACRKAwlXWhXXFUSkvzhD,spotify:track:1yACRKAwlXWhXXFUSkvzhD,0.00408,0.541,0.77,0.0,0.117,-4.17,,96.013,,44.0,
Fearless - Commentary,Fearless (Big Machine Radio Release Special),11/11/2008,1.0,7C7usPxKM74lA8HJbCqZnz,spotify:track:7C7usPxKM74lA8HJbCqZnz,0.787,0.715,0.275,0.0,0.2,,0.93,108.767,0.655,25.0,54397.0
Fearless,Fearless (Big Machine Radio Release Special),11/11/2008,2.0,15PRxID4aGtOncbffzgZXI,spotify:track:15PRxID4aGtOncbffzgZXI,0.04,,0.709,0.0,0.304,-4.373,0.0275,,0.474,54.0,242986.0
Fifteen - Commentary,Fearless (Big Machine Radio Release Special),11/11/2008,3.0,3Aelp7PlkDvBvCPqvyIopZ,spotify:track:3Aelp7PlkDvBvCPqvyIopZ,0.791,0.787,0.178,0.0,0.142,-15.183,0.93,61.867,0.773,,66742.0
Fifteen,,11/11/2008,4.0,6aQrB8kaWyaCj9RYB7Rh5L,spotify:track:6aQrB8kaWyaCj9RYB7Rh5L,0.0687,0.55,0.64,0.0,,-4.448,0.0266,95.487,0.197,54.0,295333.0
Love Story - Commentary,Fearless (Big Machine Radio Release Special),11/11/2008,5.0,7D4bd801muwRfuo5F3KkGk,spotify:track:7D4bd801muwRfuo5F3KkGk,0.81,0.715,0.26,0.0,0.179,,0.922,90.743,0.594,26.0,82546.0
Love Story,,11/11/2008,6.0,1D4PL9B8gOg78jiHg3FvBb,spotify:track:1D4PL9B8gOg78jiHg3FvBb,0.131,0.617,0.741,0.0,0.0772,-3.97,0.0311,118.984,,76.0,
Hey Stephen - Commentary,Fearless (Big Machine Radio Release Special),,,,spotify:track:7Ae2hYOcJmLbGCYIA3M1VM,0.881,0.806,,0.0,,-12.117,,47.607,,28.0,69146.0
Hey Stephen,,11/11/2008,8.0,3DTqKBlJPlRSclFfBI0ZoE,spotify:track:3DTqKBlJPlRSclFfBI0ZoE,0.167,,0.556,3.6e-06,0.0966,-7.35,0.0319,116.01,0.809,,256053.0
White Horse - Commentary,,11/11/2008,9.0,7F67ujlSkp8PT7uaDPuOjP,spotify:track:7F67ujlSkp8PT7uaDPuOjP,0.796,0.778,0.237,0.0,0.147,-12.989,0.931,103.247,0.832,26.0,51984.0
White Horse,Fearless (Big Machine Radio Release Special),11/11/2008,10.0,4QhjEJ2o6QNwpZGs51AmiY,spotify:track:4QhjEJ2o6QNwpZGs51AmiY,0.324,0.58,0.357,0.0,0.101,-8.082,0.027,92.598,0.212,,235413.0
You Belong With Me - Commentary,Fearless (Big Machine Radio Release Special),11/11/2008,11.0,2BDqAaVKzQDnoVPZbdp68D,spotify:track:2BDqAaVKzQDnoVPZbdp68D,0.795,0.792,0.263,0.0,0.161,-12.043,0.938,126.254,0.728,26.0,48248.0
,Fearless (Big Machine Radio Release Special),,12.0,1GEBsLDvJGw7kviySRI6GX,spotify:track:1GEBsLDvJGw7kviySRI6GX,0.178,,0.745,1.59e-05,0.111,-4.432,0.0379,129.966,0.435,75.0,232120.0
